date,value
1996-01-01,5.675
1997-01-01,3.21
1998-01-01,7.266
1999-01-01,4.117
2000-01-01,-1.71
2001-01-01,-0.432
2002-01-01,3.831
2003-01-01,3.235
2004-01-01,7.755
2005-01-01,8.285
2006-01-01,7.418
2007-01-01,8.344
2008-01-01,23.115
2009-01-01,6.717
2010-01-01,9.207
2011-01-01,18.678
2012-01-01,9.095
2013-01-01,6.593
2014-01-01,4.085
2015-01-01,0.631
2016-01-01,2.668
2017-01-01,3.52
2018-01-01,3.54
2019-01-01,2.796
2020-01-01,3.221
2021-01-01,1.835
2022-01-01,3.157
