date,value
1960-01-01,1.53661234295201
1961-01-01,2.29369500700881
1962-01-01,2.84327019799063
1963-01-01,2.96695977587712
1964-01-01,2.33573581177832
1965-01-01,3.24231923668134
1966-01-01,3.53306035477688
1967-01-01,1.79604992213171
1968-01-01,1.47028931327699
1969-01-01,1.91267848797607
1970-01-01,3.45024936360888
1971-01-01,5.2409744827309
1972-01-01,5.48493312214326
1973-01-01,7.03202399303896
1974-01-01,6.98643109327502
1975-01-01,5.91033626324096
1976-01-01,4.24663102299216
1977-01-01,3.73416240635144
1978-01-01,2.71869696123344
1979-01-01,4.04362006473392
1980-01-01,5.44105754460348
1981-01-01,6.34424277746331
1982-01-01,5.24104507228424
1983-01-01,3.29341474302845
1984-01-01,2.40579339931964
1985-01-01,2.06623301216578
1986-01-01,-0.129413360854693
1987-01-01,0.249906108704984
1988-01-01,1.27411894006919
1989-01-01,2.78056955569753
1990-01-01,2.69646824292392
1991-01-01,4.04703259753471
1992-01-01,5.05697796731731
1993-01-01,4.47457650752809
1994-01-01,2.6930563985495
1995-01-01,1.70616041317077
1996-01-01,1.44972701963241
1997-01-01,1.93937198922729
1998-01-01,0.911183535014417
1999-01-01,0.585433064230794
2000-01-01,1.44026838719736
2001-01-01,1.98385731334476
2002-01-01,1.42080615551521
2003-01-01,1.03422218628564
2004-01-01,1.66573696655992
2005-01-01,1.54691114751329
2006-01-01,1.57742642840567
2007-01-01,2.29834400700947
2008-01-01,2.62837981637219
2009-01-01,0.312739007368458
2010-01-01,1.10381037789263
2011-01-01,2.07517283735872
2012-01-01,2.00848884782951
2013-01-01,1.50472330251883
2014-01-01,0.90679400043421
2015-01-01,0.514426137125476
2016-01-01,0.491747008445241
2017-01-01,1.50949485109622
2018-01-01,1.73216879766946
2019-01-01,1.44565976888251
2020-01-01,0.144877925813972
2021-01-01,3.06666666666666
2022-01-01,6.87257438551099
